название,описание,цена,картинка
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 500GB HDD + 256GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель HDD 500 Гб + SSD 256 Гб; DVDRW нет; вес...            ",50900 сом,https://www.kivano.kg/images/product/92403/1620894701_26465100.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 12GB DDR 512GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 12 GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 1.85 кг            ",64450 сом,https://www.kivano.kg/images/product/102131/1641268327_08639900.jpg
Ноутбук Lenovo Ideapad 15IML05 Intel Pentium 6405U 4GB DDR4 500GB HDD NVIDIA MX130 DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Pentium G6405U (2/4) 2400 MHz; оперативная память 4 GB DDR4; накопитель 500 GB HDD; экран 15.6"" TN 1366х768; видеоадаптер Nvidia MX130            ",35540 сом,https://www.kivano.kg/images/product/105459/1652943670_31004400.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 1000GB HDD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя HDD: 1000 Gb; Вес: от 1.7 кг            ",53520 сом,https://www.kivano.kg/images/product/107763/1655892628_73517400.png
Ноутбук Asus X515MA Intel Celeron N4120 4GB DDR4 240GB SSD W10 Grey,"



        Операционная система Windows 10; 4х-ядерный процессор 1.1 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель SSD 240 Гб; вес от 1.8 кг            ",34930 сом,https://www.kivano.kg/images/product/91636/1619637158_57181500.png
Ноутбук Lenovo Ideapad 15IML05 Intel Pentium 6405U 8GB DDR4 500GB HDD NVIDIA MX130 DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Pentium G6405U (2/4) 2400 MHz; оперативная память 8 GB DDR4; накопитель 500 GB HDD; экран 15.6"" TN 1366х768; видеоадаптер Nvidia MX130            ",37740 сом,https://www.kivano.kg/images/product/105460/1652943645_93166400.jpg
Ноутбук Asus TUF FX506HEB Intel Core i5-11400H 8GB DDR4 512GB SSD NVIDIA RTX3050 Ti FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i5-11400H (6/12) 2700-4500 MHz; оперативная память 8 GB DDR4; накопитель 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050 Ti            ",99370 сом,https://www.kivano.kg/images/product/106740/1652954003_58413300.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 256GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.7 кг            ",54830 сом,https://www.kivano.kg/images/product/107764/1655892736_88283200.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 4 Гб; накопитель HDD 1000 Гб + SSD 128 Гб; DVDRW нет; вес...            ",48000 сом,https://www.kivano.kg/images/product/92405/1620894737_60449000.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 4GB DDR 128GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 4 GB DDR4; Объем накопителя SSD: 128 GB; Вес: от 1.85 кг            ",55700 сом,https://www.kivano.kg/images/product/102133/1641268961_05172400.jpg
Ноутбук Dell G5 15 Gaming Intel Core i5-10500H 8GB DDR4 512GB SSD NVIDIA RTX 3050Ti 4GB FHD W11 Dark Shadow Grey,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i5-10500H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX 3050Ti; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес от 2,6 кг            ",86720 сом,https://www.kivano.kg/images/product/105205/1649390411_08557500.jpg
Ноутбук Lenovo Ideapad 15IML05 Intel Pentium 6405U 4GB DDR4 1000GB HDD NVIDIA MX130 DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Pentium G6405U (2/4) 2400 MHz; оперативная память 4 GB DDR4; накопитель 1000 GB HDD; экран 15.6"" TN 1366х768; видеоадаптер Nvidia MX130            ",35890 сом,https://www.kivano.kg/images/product/105461/1652943620_88628900.jpg
Ноутбук Lenovo V15 82NB000GAK Intel Core i3-10110U 12GB DDR4 240GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i3-10110U (2/4) 2100-4100 MHz; оперативная память 12 GB DDR4; накопитель 240 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",35460 сом,https://www.kivano.kg/images/product/106485/1652422563_62330800.jpg
Ноутбук Lenovo L340-15API AMD Ryzen 5 3500U 4GB DDR 240GB SSD FHD DOS Platinum Gray,"



        Операционная система DOS; процессор AMD Ryzen 5 3500U (4/8) 2100-3700 MHz; оперативная память 4GB DDR4; накопитель 240GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Radeon Graphics            ",43440 сом,https://www.kivano.kg/images/product/106997/1653562791_53589900.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 20GB DDR 512GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 512 Gb; Вес: от 1.7 кг            ",57450 сом,https://www.kivano.kg/images/product/107765/1655892816_35163400.png
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX330 DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 128 Гб; DVDRW нет; вес...            ",50190 сом,https://www.kivano.kg/images/product/92406/1620894757_10779900.jpg
Ноутбук Asus X543M Intel Celeron N4020 4GB DDR4 480GB SSD DVDRW DOS Star Grey,"



        Операционная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 480 GB; DVDRW есть; вес от 1.9...            ",34670 сом,https://www.kivano.kg/images/product/99318/1634146167_36548900.jpg
Ноутбук Dell G5 15 Gaming 5511 Intel Core i5-11400H 8GB DDR 256GB SSD NVIDIA RTX 3050 4GB FHD W11 Dark Shadow Grey,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i5-11400H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX 3050; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес от 2,6 кг            ",87080 сом,https://www.kivano.kg/images/product/105206/1649396011_56197500.jpg
Ноутбук Lenovo Ideapad 15IML05 Intel Pentium 6405U 8GB DDR4 1000GB HDD NVIDIA MX130 DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Pentium G6405U (2/4) 2400 MHz; оперативная память 8 GB DDR4; накопитель 1000 GB HDD; экран 15.6"" TN 1366х768; видеоадаптер Nvidia MX130            ",38180 сом,https://www.kivano.kg/images/product/105462/1652943596_93122000.jpg
Ноутбук Lenovo V15 82NB000GAK Intel Core i3-10110U 4GB DDR4 512GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i3-10110U (2/4) 2100-4100 MHz; оперативная память 4 GB DDR4; накопитель 512 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",34930 сом,https://www.kivano.kg/images/product/106486/1652422583_51961400.jpg
Ноутбук Lenovo L340-15API AMD Ryzen 5 3500U 8GB DDR 240GB SSD FHD DOS Platinum Gray,"



        Операционная система DOS; процессор AMD Ryzen 5 3500U (4/8) 2100-3700 MHz; оперативная память 8GB DDR4; накопитель 240GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Radeon Graphics            ",46070 сом,https://www.kivano.kg/images/product/106998/1653562801_08222600.jpg
Ноутбук Lenovo Ideapad 3 15ITL05 Intel Core i5-1135G7 4GB DDR 1000GB HDD + 128GB SSD Intel Iris Xe Graphics DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 4 Gb DDR; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 128 Gb; Вес: от 1.7...            ",49570 сом,https://www.kivano.kg/images/product/107766/1655892940_07854200.png
Ноутбук Asus X543M Intel Celeron N4020 4GB DDR4 512GB SSD DVDRW DOS Star Grey,"



        Операционная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 512 GB; DVDRW есть; вес от 1.9...            ",35370 сом,https://www.kivano.kg/images/product/99319/1634146181_88479100.jpg
Ноутбук Lenovo Ideapad 3 Intel Core i5-10210U 4GB DDR 1000GB HDD + 128GB SSD NVidia MX330 2GB FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-10210U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia MX330; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 1000; Объем накопителя SSD: 128 GB; Вес: от 1.85 кг            ",58330 сом,https://www.kivano.kg/images/product/102135/1641269139_97042700.jpg
